customerID,gender,customersatisfaction
9108-EQPNQ,Female,3
7277-KAMWT,Male,2
3842-IYKUE,Female,4
6641-XRPSU,Female,1
1374-DMZUI,Female,5
2545-LXYVJ,Male,3
3234-VKACU,Male,2
8357-EQXFO,Female,4
1989-PRJHP,Male,1
8120-JDCAM,Male,5
8917-FAEMR,Female,3
7047-YXDMZ,Male,2
2858-EIMXH,Female,4
9524-EGPJC,Female,2
6993-OHLXR,Female,4
8818-XYFCQ,Male,1
6419-ZTTLE,Male,5
0929-HYQEW,Male,3
6614-YOLAC,Female,2
7426-RHZGU,Male,4
4065-JJAVA,Female,1
4695-VADHF,Male,5
3863-IUBJR,Male,3
7649-SIJJF,Male,2
9361-YNQWJ,Female,4
3748-FVMZZ,Male,1
9391-TTOYH,Female,5
1452-XRSJV,Female,3
3422-WJOYD,Male,2
8242-SOQUO,Female,4
7460-ITWWP,Female,4
7147-AYBAA,Male,1
7868-TMWMZ,Female,5
4822-RVYBB,Male,3
6732-FZUGP,Female,2
8436-BJUMM,Male,4
4184-TJFAN,Female,2
8329-GWVPJ,Female,3
1352-VHKAJ,Male,1
4145-UQXUQ,Female,1
2632-TACXW,Female,4
8146-QQKZH,Female,3
1767-CJKBA,Male,1
6445-TNRXS,Male,5
4581-LNWUM,Female,3
4869-EPIUS,Male,2
9948-YPTDG,Male,4
1236-WFCDV,Male,1
1915-OAKWD,Female,5
7296-PIXQY,Female,3
4883-QICIH,Male,2
3354-OADJP,Female,4
3524-WQDSG,Female,1
0810-DHDBD,Female,5
4026-SKKHW,Male,3
2829-HYVZP,Male,2
8329-IBCTI,Female,4
1271-SJBGZ,Male,1
3845-JHAMY,Female,5
7013-PSXHK,Female,3
5669-SRAIP,Female,2
5981-ITEMU,Male,4
3486-NPGST,Female,1
6941-PMGEP,Female,5
1624-WOIWJ,Female,3
2074-GKOWZ,Male,2
0376-YMCJC,Male,4
6100-FJZDG,Male,1
4829-ZLJTK,Female,5
1730-VFMWO,Female,3
7143-BQIBA,Male,2
3800-LYTRK,Female,4
0634-SZPQA,Female,1
9646-NMHXE,Male,5
7030-NJVDP,Male,3
5536-RTPWK,Male,2
8883-GRDWQ,Male,4
6166-ILMNY,Female,1
3097-NNSPB,Female,5
7771-ZONAT,Male,3
0655-RBDUG,Male,2
2111-DWYHN,Male,4
4194-WHFCB,Female,2
4121-AGSIN,Female,4
4361-BKAXE,Female,1
9845-PEEKO,Female,5
0455-XFASS,Female,3
0301-KOBTQ,Male,2
1751-NCDLI,Male,4
4367-NUYAO,Male,1
9878-TNQGW,Male,5
9170-ARBTB,Female,3
4441-NIHPT,Female,2
8999-BOHSE,Female,4
7241-AJHFS,Male,1
7029-RPUAV,Male,5
4546-FOKWR,Female,3
9036-CSKBW,Female,2
5832-TRLPB,Male,4
8590-YFFQO,Male,4
8659-IOOPU,Female,1
1338-CECEE,Male,5
7439-DKZTW,Male,3
4646-QZXTF,Female,2
4607-CHPCA,Male,4
9742-XOKTS,Male,2
6921-OZMFH,Male,3
9578-FOMUK,Male,1
4712-UYOOI,Female,1
8824-RWFXJ,Male,4
7722-CVFXN,Male,3
8717-VCTXJ,Male,1
7363-QTBIW,Female,5
4159-NAAIX,Female,3
0971-QIFJK,Female,2
9397-TZSHA,Female,4
3391-JSQEW,Male,1
0343-QLUZP,Male,5
9763-PDTKK,Female,3
2176-LVPNX,Female,2
7627-JKIAZ,Female,4
3312-UUMZW,Male,1
1271-UODNO,Male,5
8461-EFQYM,Female,3
6900-RBKER,Male,2
6891-JPYFF,Female,4
1459-QNFQT,Male,1
1047-NNCBF,Male,5
3696-XRIEN,Female,3
4081-DYXAV,Female,2
0074-HDKDG,Male,4
8791-GFXLZ,Male,1
8111-SLLHI,Male,5
0927-LCSMG,Male,3
9330-DHBFL,Female,2
0098-BOWSO,Male,4
3452-ABWRL,Male,1
5859-HZYLF,Male,5
8257-RZAHR,Female,3
5293-WXJAK,Female,2
3156-QLHBO,Male,4
2208-NQBCT,Female,1
1779-PWPMG,Female,5
6621-NRZAK,Female,3
0831-JNISG,Male,2
0774-IFUVM,Male,4
3082-WQRVY,Male,1
9553-DLCLU,Female,5
1641-BYBTK,Male,3
2460-NGXBJ,Male,2
2446-ZKVAF,Male,4
0841-NULXI,Male,2
3522-CDKHF,Female,4
1430-SFQSA,Male,1
0411-EZJZE,Female,5
7851-WZEKY,Female,3
8844-TONUD,Male,2
8807-ARQET,Female,4
8992-CEUEN,Female,1
4320-QMLLA,Male,5
8777-PVYGU,Female,3
8292-ITGYJ,Female,2
6870-ZWMNX,Male,4
0621-CXBKL,Female,1
5268-DSMNQ,Female,5
5334-JLAXU,Female,3
4086-YQSNZ,Female,2
6242-MBHPK,Female,4
5868-CZJDR,Male,4
9359-UGBTK,Female,1
0135-NMXAP,Female,5
4782-OSFXZ,Female,3
6479-OAUSD,Male,2
7129-ACFOG,Female,4
4189-NAKJS,Male,2
5562-BETPV,Male,3
1282-IHQAC,Male,1
9127-FHJBZ,Male,1
6270-OMFIW,Male,4
1641-RQDAY,Female,3
0107-WESLM,Male,1
6994-ORCWG,Female,5
1346-UFHAX,Female,3
3992-YWPKO,Female,2
2933-XEUJM,Female,4
0125-LZQXK,Male,1
5461-QKNTN,Male,5
4835-YSJMR,Male,3
8399-YNDCH,Male,2
3164-YAXFY,Male,4
0887-WBJVH,Female,1
4660-IRIBM,Male,5
5673-FSSMF,Female,3
7670-ZBPOQ,Female,2
8089-UZWLX,Female,4
0080-OROZO,Female,1
3916-NRPAP,Male,5
6807-SIWJI,Male,3
8221-HVAYI,Male,2
1579-KLYDT,Male,4
5232-NXPAY,Female,1
8967-SZQAS,Female,5
4468-KAZHE,Female,3
0455-ENTCR,Male,2
8944-AILEF,Male,4
5542-NKVRU,Female,1
7126-RBHSD,Female,5
5370-IIVVL,Male,3
6789-HJBWG,Female,2
3927-NLNRY,Male,4
9087-EYCPR,Female,1
6791-YBNAK,Male,5
6358-LYNGM,Male,3
6077-BDPXA,Female,2
0013-MHZWF,Female,4
5494-HECPR,Female,1
8268-YDIXR,Male,5
9824-BEMCV,Male,3
1373-ORVIZ,Female,2
4291-SHSBH,Male,4
6980-IMXXE,Female,2
9866-QEVEE,Male,4
9897-KXHCM,Female,1
0040-HALCW,Male,5
0784-GTUUK,Male,3
7979-CORPM,Male,2
2294-DMMUS,Female,4
0872-JCPIB,Male,1
3055-MJDSB,Male,5
9091-WTUUY,Male,3
1618-CFHME,Female,2
3165-HDOEW,Male,4
6581-NQCBA,Female,1
7115-IRDHS,Female,5
8496-DMZUK,Male,3
2040-VZIKE,Female,2
9068-VPWQQ,Male,4
0178-SZBHO,Male,4
0384-RVBPI,Male,1
1689-MRZQR,Male,5
1299-AURJA,Female,3
4525-VZCZG,Male,2
1543-LLLFT,Male,4
5835-BEQEU,Male,2
2788-CJQAQ,Male,3
5565-FILXA,Female,1
0319-QZTCO,Female,1
2120-SMPEX,Male,4
0096-FCPUF,Male,3
0668-OGMHD,Female,1
5552-ZNFSJ,Male,5
2223-KAGMX,Female,3
6507-ZJSUR,Male,2
9408-HRXRK,Female,4
5593-SUAOO,Female,1
7321-PKUYW,Female,5
2833-SLKDQ,Male,3
6766-HFKLA,Female,2
7595-EUIVN,Female,4
7617-EYGLW,Male,1
2026-TGDHM,Female,5
9220-ZNKJI,Female,3
4030-VPZBD,Female,2
2226-ICFDO,Female,4
0723-VSOBE,Female,1
5529-GIBVH,Female,5
4187-CINZD,Female,3
9992-UJOEL,Male,2
4741-WWJQZ,Female,4
6625-UTXEW,Female,1
6818-WOBHJ,Female,5
6244-BESBM,Male,3
1004-NOZNR,Male,2
1251-STYSZ,Female,4
2612-PHGOX,Male,1
2408-TZMJL,Male,5
8480-PPONV,Male,3
8780-IHCRN,Male,2
4598-ZADCK,Female,4
1257-SXUXQ,Male,1
9681-KYGYB,Male,5
7182-OVLBJ,Female,3
5095-ETBRJ,Female,2
7005-CYUIL,Female,4
4821-WQOYN,Female,1
4730-AWNAU,Male,5
3452-FLHYD,Male,3
2388-LAESQ,Female,2
9531-NSBMR,Female,4
6260-ONULR,Male,2
4389-UEFCZ,Female,4
8711-LOBKY,Male,1
9134-CEQMF,Male,5
8985-OOPOS,Female,3
8800-ZKRFW,Female,2
2616-FLVQC,Male,4
9968-FFVVH,Male,1
3108-PCCGG,Male,5
7993-PYKOF,Male,3
8390-FESFV,Female,2
3022-BEXHZ,Male,4
5027-XWQHA,Male,1
6248-TKCQV,Female,5
6729-GDNGC,Female,3
6198-ZFIOJ,Female,2
5989-OMNJE,Female,4
4566-QVRRW,Female,4
1291-CUOCY,Male,1
9795-SHUHB,Female,5
3230-IUALN,Female,3
0042-RLHYP,Female,2
8519-IMDHU,Male,4
4945-RVMTE,Female,2
0201-OAMXR,Female,3
1866-NXPSP,Female,1
3372-KWFBM,Male,1
7831-QGOXH,Female,4
6393-WRYZE,Female,3
3941-XTSKM,Male,1
1661-CZBAU,Male,5
6599-RCLCJ,Male,3
9831-BPFRI,Female,2
5158-RIVOP,Female,4
9788-YTFGE,Male,1
9277-JOOMO,Female,5
1907-YLNYW,Male,3
1725-MIMXW,Male,2
8947-YRTDV,Male,4
3161-ONRWK,Male,1
0114-RSRRW,Female,5
4565-NLZBV,Female,3
0031-PVLZI,Female,2
7206-GZCDC,Female,4
6682-VCIXC,Female,1
4791-QRGMF,Male,5
6475-VHUIZ,Female,3
3910-MRQOY,Female,2
0661-WCQNQ,Male,4
7537-RBWEA,Female,1
4656-CAURT,Male,5
0121-SNYRK,Male,3
1768-ZAIFU,Female,2
4671-LXRDQ,Male,4
3733-LSYCE,Female,1
6265-FRMTQ,Male,5
1934-SJVJK,Male,3
3838-OZURD,Male,2
1371-DWPAZ,Female,4
9269-CQOOL,Male,1
2017-CCBLH,Female,5
7690-KPNCU,Male,3
0536-BGFMZ,Female,2
2293-IJWPS,Female,4
2845-HSJCY,Female,1
5469-NUJUR,Male,5
1184-PJVDB,Male,3
2625-TRCZQ,Female,2
4102-HLENU,Female,4
7266-GSSJX,Male,2
7722-VJRQD,Male,4
7073-QETQY,Male,1
9415-DPEWS,Female,5
5624-RYAMH,Female,3
0196-JTUQI,Female,2
7130-YXBRO,Male,4
9272-LSVYH,Male,1
7943-RQCHR,Female,5
3793-MMFUH,Female,3
3249-ZPQRG,Male,2
2568-BRGYX,Male,4
3084-DOWLE,Female,1
1084-MNSMJ,Female,5
7721-JXEAW,Male,3
7249-WBIYX,Male,2
4238-HFHSN,Male,4
6250-CGGUN,Male,4
5478-JJVZK,Female,1
7596-IIWYC,Female,5
6567-HOOPW,Female,3
9793-WECQC,Male,2
4291-HPAXL,Male,4
8999-YPYBV,Male,2
1839-FBNFR,Female,3
3164-AALRN,Male,1
3071-MVJCD,Male,1
1697-BCSHV,Female,4
0562-KBDVM,Female,3
1131-SUEKT,Male,1
3717-OEAUQ,Male,5
4538-WNTMJ,Female,3
3334-CTHOL,Female,2
4704-ERYFC,Female,4
9432-RUVSL,Female,1
8060-HIWJJ,Male,5
7684-XSZIY,Male,3
9089-UOWJG,Female,2
8621-MNIHH,Female,4
8039-ACLPL,Female,1
9885-AIBVB,Male,5
1934-MKPXS,Male,3
2592-YKDIF,Female,2
2272-JKMSI,Female,4
0471-LVHGK,Male,1
9518-RWHZL,Female,5
8714-CTZJW,Female,3
3569-EDBPQ,Female,2
3131-NWVFJ,Female,4
7521-YXVZY,Male,1
5419-CONWX,Female,5
6240-EURKS,Female,3
2373-NTKOD,Male,2
1970-KKFWL,Female,4
6960-HVYXR,Female,1
9337-SRRNI,Male,5
0895-UADGO,Male,3
5678-VFNEQ,Female,2
5977-CKHON,Female,4
7024-OHCCK,Female,1
2692-BUCFV,Male,5
7861-UVUFT,Female,3
1830-GGFNM,Male,2
5302-BDJNT,Male,4
5223-UZAVK,Male,1
4859-ZSRDZ,Female,5
5651-WYIPH,Female,3
9350-VLHMB,Male,2
3498-LZGQZ,Male,4
8785-CJSHH,Female,2
5357-TZHPP,Male,4
3870-SPZSI,Female,1
0680-DFNNY,Male,5
7560-QRBXH,Female,3
7077-XJMET,Male,2
8752-GHJFU,Male,4
6896-SRVYQ,Male,1
7767-UXAGJ,Male,5
4652-ODEVH,Male,3
6510-UPNKS,Female,2
6718-BDGHG,Female,4
9046-DQMTP,Male,1
6439-LAJXL,Male,5
1571-SAVHK,Male,3
9052-VKDUW,Female,2
9546-CQJSU,Female,4
1666-JZPZT,Male,4
5777-KJIRB,Female,1
0506-LVNGN,Female,5
7677-SJJJK,Male,3
2480-EJWYP,Female,2
3253-HKOKL,Female,4
7055-HNEOJ,Male,2
5514-YQENT,Male,3
3211-AAPKX,Male,1
8445-DNBAE,Male,1
2951-QOQTK,Male,4
2958-NHPPS,Male,3
6806-YDEUL,Female,1
1735-XMJVH,Male,5
6890-PFRQX,Male,3
0222-CNVPT,Male,2
5899-OUVKV,Male,4
8681-ICONS,Male,1
1621-YNCJH,Female,5
3473-XIIIT,Female,3
6362-QHAFM,Male,2
7893-IXHRQ,Male,4
3070-BDOQC,Female,1
2952-QAYZF,Male,5
6234-PFPXL,Male,3
9824-QCJPK,Male,2
4763-PGDPO,Female,4
4283-IVYCI,Male,1
1866-OBPNR,Male,5
8205-MQUGY,Male,3
8970-ANWXO,Female,2
9480-BQJEI,Male,4
5394-SVGJV,Male,1
6979-TNDEU,Female,5
9777-WJJPR,Male,3
9283-LZQOH,Male,2
7079-QRCBC,Female,4
9495-SKLKD,Male,1
6048-UWKAL,Female,5
5067-DGXLL,Male,3
5469-CTCWN,Male,2
9851-QXEEQ,Male,4
6281-FKEWS,Female,1
8898-KASCD,Male,5
9242-TKFSV,Male,3
9290-SHCMB,Female,2
0743-HNPFG,Female,4
2277-BKJKN,Female,1
9809-IMGCQ,Male,5
5208-HFSBT,Female,3
5035-PGZXH,Female,2
8695-WDYEA,Male,4
6543-JXSOO,Female,2
8016-ZMGMO,Female,4
8605-ITULD,Female,1
3254-YRILK,Male,5
6416-YJTTB,Male,3
2667-WYLWJ,Female,2
4472-VESGY,Female,4
3195-TQDZX,Male,1
3128-YOVTD,Female,5
0529-ONKER,Male,3
1728-CXQBE,Male,2
7041-TXQJH,Female,4
5014-GSOUQ,Male,1
5724-BIDBU,Male,5
0481-SUMCB,Female,3
1769-GRUIK,Female,2
5240-IJOQT,Male,4
8819-WFGGJ,Male,4
7427-AUFPY,Male,1
2811-POVEX,Female,5
1092-GANHU,Male,3
7898-PDWQE,Male,2
9972-EWRJS,Female,4
9314-IJWSQ,Female,2
0661-XEYAN,Female,3
5799-JRCZO,Female,1
1921-KYSAY,Female,1
6198-RTPMF,Female,4
2924-KHUVI,Male,3
1925-GMVBW,Female,1
7881-EVUAD,Female,5
6184-DYUOB,Female,3
9207-ZPANB,Male,2
5766-XQXMQ,Female,4
9327-QSDED,Male,1
1656-DRSMG,Female,5
3012-VFFMN,Female,3
2984-AFWNC,Female,2
0640-YJTPY,Male,4
8096-LOIST,Female,1
9764-REAFF,Female,5
3703-VAVCL,Male,3
7107-UBYKY,Female,2
4881-GQJTW,Male,4
8519-QJGJD,Female,1
7876-DNYAP,Female,5
7905-NJMXS,Male,3
2882-WDTBA,Male,2
2091-GPPIQ,Female,4
6326-MTTXK,Male,1
5071-FBJFS,Female,5
2796-UUZZO,Male,3
2429-AYKKO,Male,2
9798-OPFEM,Female,4
0330-IVZHA,Female,1
3794-NFNCH,Male,5
5193-QLVZB,Male,3
7114-AEOZE,Female,2
2886-KEFUM,Female,4
5522-NYKPB,Male,1
4237-RLAQD,Male,5
9957-YODKZ,Male,3
6518-KZXCB,Male,2
2245-ADZFJ,Female,4
7776-QGYJC,Female,1
9313-QOLTZ,Male,5
9651-GTSAQ,Female,3
3186-BAXNB,Female,2
4672-FOTSD,Male,4
0637-YLETY,Female,2
9818-XQCUV,Female,4
7338-ERIVA,Male,1
1157-BQCUW,Male,5
8259-NFJTV,Female,3
3223-DWFIO,Male,2
2660-EMUBI,Male,4
6968-GMKPR,Female,1
4751-ERMAN,Male,5
1436-ZMJAN,Female,3
3292-PBZEJ,Male,2
0799-DDIHE,Female,4
3070-FNFZQ,Female,1
2812-SFXMJ,Male,5
7675-OZCZG,Female,3
5014-WUQMG,Male,2
5312-TSZVC,Female,4
2003-CKLOR,Male,4
0993-OSGPT,Female,1
9254-RBFON,Female,5
1205-WNWPJ,Female,3
9391-EOYLI,Male,2
7108-DGVUU,Female,4
2782-JEEBU,Male,2
5127-BZENZ,Female,3
2720-FVBQP,Female,1
9906-NHHVC,Female,1
4522-XRWWI,Male,4
3766-EJLFL,Female,3
5939-SXWHM,Male,1
8152-UOBNY,Female,5
7351-KYHQH,Female,3
7643-RCHXS,Female,2
8246-SHFGA,Male,4
8387-MOJJT,Female,1
0620-XEFWH,Male,5
6485-QXWWE,Female,3
2761-OCIAX,Male,2
7321-VGNKU,Female,4
5327-CNLUQ,Male,1
7552-KEYGT,Male,5
5816-JMLGY,Female,3
3068-OMWZA,Male,2
2927-QRRQV,Male,4
6032-KRXXO,Male,1
7459-RRWQZ,Female,5
6265-SXWBU,Male,3
7941-RCJOW,Male,2
6374-NTQLP,Male,4
4154-AQUGT,Male,1
2387-KDZQY,Male,5
3584-WKTTW,Male,3
3399-BMLVW,Male,2
1971-DTCZB,Female,4
3092-IGHWF,Male,1
3374-PZLXD,Male,5
3813-DHBBB,Male,3
2812-REYAT,Female,2
6518-PPLMZ,Male,4
4939-KYYPY,Male,1
8017-LXHFA,Female,5
5930-GBIWP,Male,3
6022-KOUQO,Female,2
6352-TWCAU,Female,4
2361-UPSND,Female,1
6035-RIIOM,Female,5
2929-QNSRW,Female,3
1262-OPMFY,Female,2
9504-DSHWM,Male,4
5035-BVCXS,Male,2
6267-DCFFZ,Female,4
3533-UVMOM,Male,1
2439-LYPMQ,Male,5
4248-QPAVC,Female,3
1899-VXWXM,Male,2
1478-VPOAD,Female,4
9995-HOTOH,Male,1
2988-PLAHS,Female,5
1371-OJCEK,Female,3
4999-IEZLT,Male,2
8883-ANODQ,Female,4
4690-LLKUA,Male,1
2351-RRBUE,Female,5
5980-BDHPY,Male,3
1498-DQNRX,Female,2
9469-WEJBT,Male,4
3331-HQDTW,Female,4
9490-DFPMD,Female,1
2581-VKIRT,Female,5
5442-XSDCW,Male,3
7426-WEIJX,Male,2
2851-MMUTZ,Female,4
3049-NDXFL,Female,2
8580-AECUZ,Male,3
3307-TLCUD,Male,1
6625-FLENO,Male,1
2967-MXRAV,Male,4
7963-GQRMY,Female,3
8189-HBVRW,Female,1
4163-KIUHY,Male,5
1228-FZFRV,Male,3
3500-NSDOA,Male,2
1171-TYKUR,Male,4
3761-FLYZI,Female,1
2058-DCJBE,Male,5
5364-XYIRR,Male,3
4829-AUOAX,Female,2
1219-NNDDO,Female,4
8388-DMKAE,Female,1
4403-BWPAY,Male,5
9659-QEQSY,Female,3
5405-ZMYXQ,Female,2
5047-LHVLY,Male,4
1442-OKRJE,Male,1
4737-AQCPU,Male,5
9158-VCTQB,Female,3
2808-CHTDM,Female,2
6311-UEUME,Female,4
0793-TWELN,Female,1
3283-WCWXT,Male,5
1060-ENTOF,Female,3
0999-QXNSA,Male,2
5451-MHQOF,Male,4
4836-WNFNO,Female,1
9225-BZLNZ,Male,5
0354-VXMJC,Male,3
4422-QVIJA,Female,2
9365-SRSZE,Male,4
6839-ITVZJ,Female,1
8332-OSJDW,Male,5
4735-BJKOU,Female,3
0274-JKUJR,Male,2
5740-YHGTW,Male,4
8917-SZTTJ,Male,1
1696-MZVAU,Male,5
7359-WWYJV,Male,3
0375-HVGXO,Female,2
4906-ZHGPK,Male,4
8593-WHYHV,Male,2
3795-GWTRD,Female,4
1298-PHBTI,Male,1
6223-DHJGV,Female,5
6961-MJKBO,Male,3
6097-EQISJ,Female,2
4423-YLHDV,Female,4
8158-WPEZG,Male,1
0107-YHINA,Male,5
4918-FYJNT,Female,3
0727-BNRLG,Male,2
4854-CIDCF,Female,4
8640-SDGKB,Male,1
3280-MRDOF,Male,5
6435-SRWBJ,Female,3
9964-WBQDJ,Female,2
6303-KFWSL,Female,4
1702-CCFNJ,Male,4
8932-CZHRQ,Male,1
0386-CWRGM,Female,5
5515-RUGKN,Male,3
0404-AHASP,Male,2
7279-NMVJC,Female,4
2081-VEYEH,Male,2
6407-UTSLV,Female,3
4116-TZAQJ,Female,1
9060-HJJRW,Female,1
2587-YNLES,Female,4
7398-SKNQZ,Female,3
5935-FCCNB,Female,1
1958-RNRKS,Male,5
5136-RGMZO,Male,3
8345-MVDYC,Female,2
8226-BXGES,Male,4
3877-JRJIP,Male,1
8375-DKEBR,Female,5
9705-IOVQQ,Male,3
1015-OWJKI,Male,2
7511-YMXVQ,Male,4
2040-XBAVJ,Male,1
7551-JOHTI,Female,5
8887-IPQNC,Female,3
8646-JCOMS,Female,2
9804-ICWBG,Male,4
1222-KJNZD,Male,1
0106-GHRQR,Male,5
5318-IXUZF,Female,3
3768-VHXQO,Male,2
8952-WCVCD,Female,4
2418-TPEUN,Female,1
3963-RYFNS,Female,5
3198-VELRD,Female,3
8540-ZQGEA,Female,2
1320-REHCS,Male,4
4137-JOPHL,Female,1
9436-ZBZCT,Male,5
7801-CEDNV,Male,3
2057-BOYKM,Female,2
3658-QQJYD,Male,4
1803-BGNBD,Female,1
0134-XWXCE,Female,5
6950-TWMYB,Male,3
5848-FHRFC,Female,2
2243-FNMMI,Male,4
2511-MORQY,Male,1
5356-KZCKT,Male,5
9470-XCCEM,Male,3
6519-CFDBX,Female,2
3902-MIVLE,Male,4
0409-WTMPL,Female,2
8763-KIAFH,Female,4
3669-WHAFY,Female,1
3055-VTCGS,Female,5
3144-KMTWZ,Male,3
7279-BUYWN,Female,2
7156-MHUGY,Male,4
7198-GLXTC,Male,1
2007-QVGAW,Female,5
5207-PLSTK,Male,3
2307-FYNNL,Male,2
5605-XNWEN,Male,4
2155-AMQRX,Female,1
6181-AXXYF,Male,5
5091-HFAZW,Female,3
0516-VRYBW,Female,2
2519-LBNQL,Male,4
8623-ULFNQ,Female,4
8380-PEFPE,Male,1
5687-DKDTV,Female,5
1568-LJSZU,Male,3
7530-HDYDS,Female,2
7789-HKSBS,Female,4
7416-CKTEP,Female,2
2586-CWXVV,Male,3
3096-IZETN,Female,1
2348-KCJLT,Female,1
8401-EMUWF,Male,4
4193-IBKSW,Male,3
5377-NDTOU,Female,1
5922-ABDVO,Female,5
2474-LCNUE,Female,3
0839-QNXME,Female,2
3506-OVLKD,Male,4
9172-ANCRX,Female,1
6650-VJONK,Male,5
2178-PMGCJ,Male,3
7492-TAFJD,Male,2
2773-MADBQ,Female,4
6016-LVTJQ,Female,1
7860-KSUGX,Male,5
8966-KZXXA,Male,3
6910-HADCM,Female,2
4816-LXZYW,Female,4
9606-PBKBQ,Male,1
5149-QYTTU,Female,5
2070-XYMFH,Female,3
2085-BOJKI,Male,2
0817-HSUSE,Male,4
5442-PPTJY,Male,1
1927-QEWMY,Female,5
1663-MHLHE,Male,3
5663-QBGIS,Male,2
4450-MDZFX,Male,4
6701-DHKWQ,Female,1
7554-AKDQF,Female,5
3536-IQCTX,Male,3
4911-BANWH,Female,2
8496-EJAUI,Male,4
0794-YVSGE,Male,1
5423-BHIXO,Female,5
6908-VVYHM,Male,3
2959-EEXWB,Female,2
1839-UMACK,Male,4
3030-YDNRM,Male,1
7321-KKSDU,Male,5
3402-XRIUO,Female,3
3132-TVFDZ,Male,2
8286-AFUYI,Male,4
8080-DDEMJ,Male,2
8356-WUAOJ,Female,4
6365-MTGZX,Male,1
1349-WXNGG,Male,5
8058-DMYRU,Male,3
9350-ZXYJC,Female,2
6990-YNRIO,Male,4
8958-JPTRR,Female,1
6959-GQEGV,Male,5
3173-WSSUE,Female,3
1265-HVPZB,Male,2
4115-UMJFQ,Male,4
7369-TRPFD,Male,1
1098-KFQEC,Female,5
7190-XHTWJ,Female,3
0621-TWIEM,Male,2
3537-RYBHH,Female,4
2485-ITVKB,Female,4
3669-OYSJI,Male,1
1612-EOHDH,Female,5
6702-OHFWR,Male,3
5296-BFCYD,Male,2
4510-PYUSH,Female,4
9359-JANWS,Female,2
7517-SAWMO,Female,3
4143-HHPMK,Male,1
3279-DYZQM,Male,1
7054-LGEQW,Female,4
0523-VNGTF,Female,3
9575-IWCAZ,Male,1
7105-MXJLL,Female,5
7064-FRRSW,Male,3
7940-UQQUG,Female,2
0923-PNFUB,Female,4
3961-SXAXY,Male,1
7010-BRBUU,Male,5
3566-HJGPK,Male,3
3062-ICYZQ,Female,2
9938-PRCVK,Female,4
0973-KYVNF,Female,1
5129-HHMZC,Female,5
9637-CDTKZ,Male,3
3946-JEWRQ,Male,2
7873-CVMAW,Male,4
0463-WZZKO,Male,1
3494-JCHRQ,Male,5
6474-FVJLC,Male,3
4524-QCSSM,Male,2
5832-EXGTT,Male,4
8840-DQLGN,Female,1
2039-JONDJ,Male,5
7217-JYHOQ,Male,3
6695-FRVEC,Male,2
4547-LYTDD,Female,4
9894-QMIMJ,Female,1
8069-YQQAJ,Male,5
6770-XUAGN,Female,3
4193-ORFCL,Female,2
1636-NTNCO,Male,4
3466-WAESX,Male,1
9281-PKKZE,Female,5
3638-VBZTA,Male,3
7459-IMVYU,Male,2
7776-QWNFX,Male,4
6689-TCZHQ,Female,1
8563-OYMQY,Male,5
0754-EEBDC,Male,3
5777-ZPQNC,Female,2
1951-IEYXM,Male,4
3318-NMQXL,Male,2
3143-ILDAL,Male,4
1022-RKXDR,Female,1
2361-FJWNO,Male,5
2272-UOINI,Female,3
8232-UTFOZ,Male,2
3750-YHRYO,Male,4
6637-KYRCV,Female,1
5668-MEISB,Female,5
0129-QMPDR,Male,3
7188-CBBBA,Female,2
5356-CSVSQ,Female,4
3221-CJMSG,Male,1
4720-VSTSI,Female,5
3219-JQRSL,Female,3
2801-NISEI,Male,2
3946-MHCZW,Male,4
4623-ZKHLY,Male,4
6732-VAILE,Male,1
8201-AAXCB,Male,5
7696-CFTAT,Male,3
1845-CSBRZ,Female,2
2123-VSCOT,Female,4
6651-AZVTJ,Male,2
4566-GOLUK,Male,3
2484-DGXPZ,Female,1
2018-QKYGT,Male,1
2792-VPPET,Male,4
7409-JURKQ,Female,3
3247-MHJKM,Male,1
1964-SVLEA,Male,5
4587-NUKOX,Female,3
7297-DVYGA,Female,2
2239-CGBUZ,Female,4
0854-UYHZD,Female,1
7243-LCGGZ,Female,5
8267-KFGYD,Male,3
4890-VMUAV,Male,2
9261-WDCAF,Male,4
3764-MNMOI,Male,1
7442-YGZFK,Male,5
0420-BWTPW,Male,3
8229-BUJHX,Female,2
7449-HVPIV,Male,4
5504-WSIUR,Female,1
8183-ONMXC,Female,5
8466-PZBLH,Male,3
9614-RMGHA,Male,2
8735-IJJEG,Male,4
0564-MUUQK,Female,1
5054-IEXZT,Male,5
5834-ASPWA,Male,3
0701-RFGFI,Female,2
0019-EFAEP,Female,4
5619-PTMIK,Female,1
3737-XBQDD,Male,5
5882-CMAZQ,Female,3
5846-QFDFI,Female,2
4445-KWOKW,Female,4
3511-APPBJ,Male,1
7967-HYCDE,Male,5
2430-RRYUW,Male,3
3948-XHGNA,Male,2
3723-BFBGR,Male,4
0565-IYCGT,Male,1
5447-WZAFP,Female,5
5110-CHOPY,Female,3
5445-UTODQ,Female,2
4425-OWHWB,Female,4
7892-QVYKW,Female,2
9675-ICXCT,Male,4
1024-VRZHF,Male,1
4703-MQYKT,Male,5
9497-QCMMS,Male,3
5692-ICXLW,Male,2
0602-DDUML,Female,4
2208-MPXIO,Female,1
1960-UYCNN,Male,5
0348-SDKOL,Female,3
3190-FZATL,Male,2
7336-RLLRH,Male,4
4373-MAVJG,Female,1
8901-HJXTF,Female,5
7710-JSYOA,Female,3
