customerID,interactiontimestamp,interactionchannel,interaction type,interactionoutcome,interactionduration,customersentiment,agent
9480-BQJEI,11/14/2022,instagram,complaint,pending,0:02,neutral,Lisa
5394-SVGJV,12/23/2022,in-person,purchase,closed,0:22,positive,Liza
6979-TNDEU,2/12/2022,phone,support,closed,0:02,neutral,Laurie
9777-WJJPR,8/19/2021,email,feedback,closed,0:02,negative,Sandy
9283-LZQOH,3/26/2021,chat,complaint,escalated,0:02,negative,Alex
7079-QRCBC,4/5/2021,twitter,complaint,resolved,0:02,positive,Wilson
9495-SKLKD,2/3/2022,instagram,complaint,escalated,0:02,negative,Trent
6048-UWKAL,11/14/2022,in-person,subscription,closed,0:38,neutral,Trevor
5067-DGXLL,12/23/2022,phone,inquiry,converted,0:15,positive,Ben
5469-CTCWN,2/13/2022,email,complaint,escalated,0:02,negative,Cassie
9851-QXEEQ,8/19/2021,chat,complaint,closed,0:06,negative,Lisa
6281-FKEWS,3/26/2021,twitter,complaint,closed,0:02,negative,Liza
8898-KASCD,4/5/2021,instagram,complaint,pending,0:02,neutral,Laurie
9242-TKFSV,2/3/2022,in-person,purchase,closed,0:22,positive,Sandy
9290-SHCMB,1/2/2021,phone,support,closed,0:02,neutral,Alex
0743-HNPFG,1/13/2022,email,feedback,closed,0:02,negative,Wilson
2277-BKJKN,7/15/2022,chat,complaint,escalated,0:02,negative,Trent
9809-IMGCQ,9/8/2022,twitter,complaint,resolved,0:02,positive,Trevor
5208-HFSBT,10/10/2021,instagram,complaint,escalated,0:02,negative,Ben
5035-PGZXH,3/25/2021,in-person,subscription,closed,0:38,neutral,Cassie
8695-WDYEA,5/8/2022,phone,inquiry,converted,0:15,positive,Lisa
6543-JXSOO,7/15/2022,email,complaint,escalated,0:02,negative,Liza
8016-ZMGMO,9/8/2022,chat,complaint,closed,0:06,negative,Laurie
8605-ITULD,10/10/2021,twitter,complaint,closed,0:02,negative,Sandy
3254-YRILK,11/14/2022,instagram,complaint,pending,0:02,neutral,Alex
6416-YJTTB,12/23/2022,in-person,purchase,closed,0:22,positive,Wilson
2667-WYLWJ,2/13/2022,phone,support,closed,0:02,neutral,Sasha
4472-VESGY,8/19/2021,email,feedback,closed,0:02,negative,Amy
3195-TQDZX,3/26/2021,chat,complaint,escalated,0:02,negative,Raul
3128-YOVTD,4/5/2021,twitter,complaint,resolved,0:02,positive,Raul
0529-ONKER,2/3/2022,instagram,complaint,escalated,0:02,negative,Priyanka
1728-CXQBE,11/14/2022,in-person,subscription,closed,0:38,neutral,Ali
7041-TXQJH,12/23/2022,phone,inquiry,converted,0:15,positive,Ali
5014-GSOUQ,2/13/2022,email,complaint,escalated,0:02,negative,Priyanka
5724-BIDBU,8/19/2021,chat,complaint,closed,0:06,negative,Sean
0481-SUMCB,3/26/2021,twitter,complaint,closed,0:02,negative,Lisa
1769-GRUIK,4/5/2021,instagram,complaint,pending,0:02,neutral,Jen
5240-IJOQT,2/3/2022,in-person,purchase,closed,0:22,positive,Jen
8819-WFGGJ,1/2/2021,phone,support,closed,0:02,neutral,Jen
7427-AUFPY,1/13/2022,email,feedback,closed,0:02,negative,MJ
2811-POVEX,3/26/2021,chat,complaint,escalated,0:02,negative,Jordan
1092-GANHU,4/5/2021,twitter,complaint,resolved,0:02,positive,Julian
7898-PDWQE,2/3/2022,instagram,complaint,escalated,0:02,negative,Anton
9972-EWRJS,11/14/2022,in-person,subscription,closed,0:38,neutral,Greg
9314-IJWSQ,12/23/2022,phone,inquiry,converted,0:15,positive,Isla
0661-XEYAN,2/13/2022,email,complaint,escalated,0:02,negative,Emily
5799-JRCZO,8/19/2021,chat,complaint,closed,0:06,negative,Violet
1921-KYSAY,3/26/2021,twitter,complaint,closed,0:02,negative,Norma
6198-RTPMF,4/5/2021,instagram,complaint,pending,0:02,neutral,John
2924-KHUVI,2/3/2022,in-person,purchase,closed,0:22,positive,Raul
1925-GMVBW,1/2/2021,phone,support,closed,0:02,neutral,Liz
7881-EVUAD,1/13/2022,email,feedback,closed,0:02,negative,Sam
6184-DYUOB,3/7/2022,chat,complaint,escalated,0:02,negative,Skylar
9207-ZPANB,6/19/2022,twitter,complaint,resolved,0:02,positive,Peyton
5766-XQXMQ,4/5/2021,instagram,complaint,escalated,0:02,negative,Skylar
9327-QSDED,8/9/2022,in-person,subscription,closed,0:38,neutral,Javi
1656-DRSMG,11/14/2022,phone,inquiry,converted,0:15,positive,Fran
3012-VFFMN,12/23/2022,email,complaint,escalated,0:02,negative,Liz
2984-AFWNC,2/13/2022,chat,complaint,closed,0:06,negative,Liz
0640-YJTPY,8/19/2021,twitter,complaint,closed,0:02,negative,Anton
8096-LOIST,3/26/2021,instagram,complaint,pending,0:02,neutral,Greg
9764-REAFF,4/5/2021,in-person,purchase,closed,0:22,positive,Isla
3703-VAVCL,2/3/2022,phone,support,closed,0:02,neutral,Emily
7107-UBYKY,11/14/2022,email,feedback,closed,0:02,negative,Violet
4881-GQJTW,12/23/2022,chat,complaint,escalated,0:02,negative,Norma
8519-QJGJD,2/13/2022,twitter,complaint,resolved,0:02,positive,John
7876-DNYAP,8/19/2021,instagram,complaint,escalated,0:02,negative,Raul
7905-NJMXS,3/26/2021,in-person,subscription,closed,0:38,neutral,Liz
2882-WDTBA,4/5/2021,phone,inquiry,converted,0:15,positive,Sam
2091-GPPIQ,2/3/2022,email,complaint,escalated,0:02,negative,Skylar
6326-MTTXK,1/2/2021,chat,complaint,closed,0:06,negative,Peyton
5071-FBJFS,1/13/2022,twitter,complaint,closed,0:02,negative,Skylar
2796-UUZZO,11/14/2022,instagram,complaint,pending,0:02,neutral,Javi
2429-AYKKO,12/23/2022,in-person,purchase,closed,0:22,positive,Fran
9798-OPFEM,2/13/2022,phone,support,closed,0:02,neutral,Liz
0330-IVZHA,8/19/2021,email,feedback,closed,0:02,negative,Liz
3794-NFNCH,3/26/2021,chat,complaint,escalated,0:02,negative,Anton
5193-QLVZB,4/5/2021,twitter,complaint,resolved,0:02,positive,Greg
7114-AEOZE,2/3/2022,instagram,complaint,escalated,0:02,negative,Isla
2886-KEFUM,11/14/2022,in-person,subscription,closed,0:38,neutral,Emily
5522-NYKPB,12/23/2022,phone,inquiry,converted,0:15,positive,Violet
4237-RLAQD,2/13/2022,email,complaint,escalated,0:02,negative,Norma
9957-YODKZ,8/19/2021,chat,complaint,closed,0:06,negative,John
6518-KZXCB,3/26/2021,twitter,complaint,closed,0:02,negative,Raul
2245-ADZFJ,4/5/2021,instagram,complaint,pending,0:02,neutral,Liz
7776-QGYJC,2/3/2022,in-person,purchase,closed,0:22,positive,Sam
9313-QOLTZ,1/2/2021,phone,support,closed,0:02,neutral,Skylar
9651-GTSAQ,1/13/2022,email,feedback,closed,0:02,negative,Peyton
3186-BAXNB,11/14/2022,chat,complaint,escalated,0:02,negative,Skylar
4672-FOTSD,12/23/2022,twitter,complaint,resolved,0:02,positive,Liz
0637-YLETY,2/12/2022,instagram,complaint,escalated,0:02,negative,Jackie
9818-XQCUV,8/19/2021,in-person,subscription,closed,0:38,neutral,Angel
7338-ERIVA,3/26/2021,phone,inquiry,converted,0:15,positive,Al
1157-BQCUW,4/5/2021,email,complaint,escalated,0:02,negative,Al
8259-NFJTV,2/3/2022,chat,complaint,closed,0:06,negative,Ingrid
3223-DWFIO,11/14/2022,twitter,complaint,closed,0:02,negative,Gigi
2660-EMUBI,12/23/2022,instagram,complaint,pending,0:02,neutral,Linda
6968-GMKPR,2/13/2022,in-person,purchase,closed,0:22,positive,Maureen
4751-ERMAN,8/19/2021,phone,support,closed,0:02,neutral,Maureen
1436-ZMJAN,3/26/2021,email,feedback,closed,0:02,negative,Sasha
3292-PBZEJ,4/5/2021,chat,complaint,escalated,0:02,negative,Kristen
0799-DDIHE,2/3/2022,twitter,complaint,resolved,0:02,positive,Kayleigh
3070-FNFZQ,1/2/2021,instagram,complaint,escalated,0:02,negative,Javi
2812-SFXMJ,1/13/2022,in-person,subscription,closed,0:38,neutral,Fran
7675-OZCZG,7/15/2022,phone,inquiry,converted,0:15,positive,Liz
5014-WUQMG,9/8/2022,email,complaint,escalated,0:02,negative,Liz
5312-TSZVC,10/10/2021,chat,complaint,closed,0:06,negative,Anton
2003-CKLOR,3/25/2021,twitter,complaint,closed,0:02,negative,Greg
0993-OSGPT,5/8/2022,instagram,complaint,pending,0:02,neutral,Isla
9254-RBFON,7/15/2022,in-person,purchase,closed,0:22,positive,Emily
1205-WNWPJ,9/8/2022,phone,support,closed,0:02,neutral,Violet
9391-EOYLI,10/10/2021,email,feedback,closed,0:02,negative,Norma
7108-DGVUU,11/14/2022,chat,complaint,escalated,0:02,negative,John
2782-JEEBU,12/23/2022,twitter,complaint,resolved,0:02,positive,Raul
5127-BZENZ,2/13/2022,instagram,complaint,escalated,0:02,negative,Liz
2720-FVBQP,8/19/2021,in-person,subscription,closed,0:38,neutral,Sam
9906-NHHVC,3/26/2021,phone,inquiry,converted,0:15,positive,Skylar
4522-XRWWI,4/5/2021,email,complaint,escalated,0:02,negative,Peyton
3766-EJLFL,2/3/2022,chat,complaint,closed,0:06,negative,Skylar
5939-SXWHM,11/14/2022,twitter,complaint,closed,0:02,negative,Javi
8152-UOBNY,12/23/2022,instagram,complaint,pending,0:02,neutral,Fran
7351-KYHQH,2/13/2022,in-person,purchase,closed,0:22,positive,Liz
7643-RCHXS,8/19/2021,phone,support,closed,0:02,neutral,Liz
8246-SHFGA,3/26/2021,email,feedback,closed,0:02,negative,Anton
8387-MOJJT,4/5/2021,chat,complaint,escalated,0:02,negative,Greg
0620-XEFWH,2/3/2022,twitter,complaint,resolved,0:02,positive,Isla
6485-QXWWE,1/2/2021,instagram,complaint,escalated,0:02,negative,Emily
2761-OCIAX,1/13/2022,in-person,subscription,closed,0:38,neutral,Violet
7321-VGNKU,3/26/2021,phone,inquiry,converted,0:15,positive,Norma
5327-CNLUQ,4/5/2021,email,complaint,escalated,0:02,negative,John
7552-KEYGT,2/3/2022,chat,complaint,closed,0:06,negative,Raul
5816-JMLGY,11/14/2022,twitter,complaint,closed,0:02,negative,Liz
3068-OMWZA,12/23/2022,instagram,complaint,pending,0:02,neutral,Sam
2927-QRRQV,2/13/2022,in-person,purchase,closed,0:22,positive,Skylar
6032-KRXXO,8/19/2021,phone,support,closed,0:02,neutral,Peyton
7459-RRWQZ,3/26/2021,email,feedback,closed,0:02,negative,Skylar
6265-SXWBU,4/5/2021,chat,complaint,escalated,0:02,negative,Anton
7941-RCJOW,2/3/2022,twitter,complaint,resolved,0:02,positive,Greg
6374-NTQLP,1/2/2021,instagram,complaint,escalated,0:02,negative,Isla
4154-AQUGT,1/13/2022,in-person,subscription,closed,0:38,neutral,Emily
2387-KDZQY,11/14/2022,phone,inquiry,converted,0:15,positive,Violet
3584-WKTTW,12/23/2022,email,complaint,escalated,0:02,negative,Norma
3399-BMLVW,2/13/2022,chat,complaint,closed,0:06,negative,John
1971-DTCZB,8/19/2021,twitter,complaint,closed,0:02,negative,Raul
3092-IGHWF,3/26/2021,instagram,complaint,pending,0:02,neutral,Liz
3374-PZLXD,4/5/2021,in-person,purchase,closed,0:22,positive,Sam
3813-DHBBB,2/3/2022,phone,support,closed,0:02,neutral,Skylar
2812-REYAT,11/14/2022,email,feedback,closed,0:02,negative,Peyton
6518-PPLMZ,12/23/2022,chat,complaint,escalated,0:02,negative,Skylar
4939-KYYPY,2/13/2022,twitter,complaint,resolved,0:02,positive,Javi
8017-LXHFA,8/19/2021,instagram,complaint,escalated,0:02,negative,Fran
5930-GBIWP,3/26/2021,in-person,subscription,closed,0:38,neutral,Liz
6022-KOUQO,4/5/2021,phone,inquiry,converted,0:15,positive,Liz
6352-TWCAU,2/3/2022,email,complaint,escalated,0:02,negative,Anton
2361-UPSND,1/2/2021,chat,complaint,closed,0:06,negative,Greg
6035-RIIOM,1/13/2022,twitter,complaint,closed,0:02,negative,Isla
2929-QNSRW,11/14/2022,instagram,complaint,pending,0:02,neutral,Emily
1262-OPMFY,12/23/2022,in-person,purchase,closed,0:22,positive,Violet
9504-DSHWM,2/13/2022,phone,support,closed,0:02,neutral,Norma
5035-BVCXS,8/19/2021,email,feedback,closed,0:02,negative,John
6267-DCFFZ,3/26/2021,chat,complaint,escalated,0:02,negative,Raul
3533-UVMOM,4/5/2021,twitter,complaint,resolved,0:02,positive,Liz
2439-LYPMQ,2/3/2022,instagram,complaint,escalated,0:02,negative,Sam
4248-QPAVC,11/14/2022,in-person,subscription,closed,0:38,neutral,Skylar
1899-VXWXM,12/23/2022,phone,inquiry,converted,0:15,positive,Peyton
1478-VPOAD,2/13/2022,email,complaint,escalated,0:02,negative,Skylar
9995-HOTOH,8/19/2021,chat,complaint,closed,0:06,negative,Javi
2988-PLAHS,3/26/2021,twitter,complaint,closed,0:02,negative,Fran
1371-OJCEK,4/5/2021,instagram,complaint,pending,0:02,neutral,Liz
4999-IEZLT,2/3/2022,in-person,purchase,closed,0:22,positive,Liz
8883-ANODQ,1/2/2021,phone,support,closed,0:02,neutral,Anton
4690-LLKUA,1/13/2022,email,feedback,closed,0:02,negative,Greg
2351-RRBUE,11/14/2022,chat,complaint,escalated,0:02,negative,Isla
5980-BDHPY,12/23/2022,twitter,complaint,resolved,0:02,positive,Emily
1498-DQNRX,2/12/2022,instagram,complaint,escalated,0:02,negative,Violet
9469-WEJBT,8/19/2021,in-person,subscription,closed,0:38,neutral,Norma
3331-HQDTW,3/26/2021,phone,inquiry,converted,0:15,positive,John
9490-DFPMD,4/5/2021,email,complaint,escalated,0:02,negative,Raul
2581-VKIRT,2/3/2022,chat,complaint,closed,0:06,negative,Liz
5442-XSDCW,11/14/2022,twitter,complaint,closed,0:02,negative,Sam
7426-WEIJX,12/23/2022,instagram,complaint,pending,0:02,neutral,Skylar
2851-MMUTZ,2/13/2022,in-person,purchase,closed,0:22,positive,Peyton
3049-NDXFL,8/19/2021,phone,support,closed,0:02,neutral,Skylar
8580-AECUZ,3/26/2021,email,feedback,closed,0:02,negative,Liz
3307-TLCUD,4/5/2021,chat,complaint,escalated,0:02,negative,Jackie
6625-FLENO,2/3/2022,twitter,complaint,resolved,0:02,positive,Angel
2967-MXRAV,1/2/2021,instagram,complaint,escalated,0:02,negative,Al
7963-GQRMY,1/13/2022,in-person,subscription,closed,0:38,neutral,Al
8189-HBVRW,7/15/2022,phone,inquiry,converted,0:15,positive,Ingrid
4163-KIUHY,9/8/2022,email,complaint,escalated,0:02,negative,Gigi
1228-FZFRV,10/10/2021,chat,complaint,closed,0:06,negative,Linda
3500-NSDOA,3/25/2021,twitter,complaint,closed,0:02,negative,Maureen
1171-TYKUR,5/8/2022,instagram,complaint,pending,0:02,neutral,Maureen
3761-FLYZI,7/15/2022,in-person,purchase,closed,0:22,positive,Sasha
2058-DCJBE,9/8/2022,phone,support,closed,0:02,neutral,Kristen
5364-XYIRR,10/10/2021,email,feedback,closed,0:02,negative,Kayleigh
4829-AUOAX,11/14/2022,chat,complaint,escalated,0:02,negative,Javi
1219-NNDDO,12/23/2022,twitter,complaint,resolved,0:02,positive,Fran
8388-DMKAE,2/13/2022,instagram,complaint,escalated,0:02,negative,Liz
4403-BWPAY,8/19/2021,in-person,subscription,closed,0:38,neutral,Liz
9659-QEQSY,3/26/2021,phone,inquiry,converted,0:15,positive,Anton
5405-ZMYXQ,4/5/2021,email,complaint,escalated,0:02,negative,Greg
5047-LHVLY,2/3/2022,chat,complaint,closed,0:06,negative,Isla
1442-OKRJE,11/14/2022,twitter,complaint,closed,0:02,negative,Emily
4737-AQCPU,12/23/2022,instagram,complaint,pending,0:02,neutral,Violet
9158-VCTQB,2/13/2022,in-person,purchase,closed,0:22,positive,Norma
2808-CHTDM,8/19/2021,phone,support,closed,0:02,neutral,John
6311-UEUME,3/26/2021,email,feedback,closed,0:02,negative,Raul
0793-TWELN,4/5/2021,chat,complaint,escalated,0:02,negative,Liz
3283-WCWXT,2/3/2022,twitter,complaint,resolved,0:02,positive,Sam
1060-ENTOF,1/2/2021,instagram,complaint,escalated,0:02,negative,Skylar
0999-QXNSA,1/13/2022,in-person,subscription,closed,0:38,neutral,Peyton
5451-MHQOF,3/26/2021,phone,inquiry,converted,0:15,positive,Skylar
4836-WNFNO,4/5/2021,email,complaint,escalated,0:02,negative,Javi
9225-BZLNZ,2/3/2022,chat,complaint,closed,0:06,negative,Fran
0354-VXMJC,11/14/2022,twitter,complaint,closed,0:02,negative,Liz
4422-QVIJA,12/23/2022,instagram,complaint,pending,0:02,neutral,Liz
9365-SRSZE,2/13/2022,in-person,purchase,closed,0:22,positive,Anton
6839-ITVZJ,8/19/2021,phone,support,closed,0:02,neutral,Greg
8332-OSJDW,3/26/2021,email,feedback,closed,0:02,negative,Isla
4735-BJKOU,4/5/2021,chat,complaint,escalated,0:02,negative,Emily
0274-JKUJR,2/3/2022,twitter,complaint,resolved,0:02,positive,Violet
5740-YHGTW,1/2/2021,instagram,complaint,escalated,0:02,negative,Norma
8917-SZTTJ,1/13/2022,in-person,subscription,closed,0:38,neutral,John
1696-MZVAU,11/14/2022,phone,inquiry,converted,0:15,positive,Raul
7359-WWYJV,12/23/2022,email,complaint,escalated,0:02,negative,Liz
0375-HVGXO,2/13/2022,chat,complaint,closed,0:06,negative,Sam
4906-ZHGPK,8/19/2021,twitter,complaint,closed,0:02,negative,Skylar
8593-WHYHV,3/26/2021,instagram,complaint,pending,0:02,neutral,Peyton
3795-GWTRD,4/5/2021,in-person,purchase,closed,0:22,positive,Skylar
1298-PHBTI,2/3/2022,phone,support,closed,0:02,neutral,Anton
6223-DHJGV,11/14/2022,email,feedback,closed,0:02,negative,Greg
6961-MJKBO,12/23/2022,chat,complaint,escalated,0:02,negative,Isla
6097-EQISJ,2/13/2022,twitter,complaint,resolved,0:02,positive,Emily
4423-YLHDV,8/19/2021,instagram,complaint,escalated,0:02,negative,Violet
8158-WPEZG,3/26/2021,in-person,subscription,closed,0:38,neutral,Norma
0107-YHINA,4/5/2021,phone,inquiry,converted,0:15,positive,John
4918-FYJNT,2/3/2022,email,complaint,escalated,0:02,negative,Raul
0727-BNRLG,1/2/2021,chat,complaint,closed,0:06,negative,Liz
4854-CIDCF,1/13/2022,twitter,complaint,closed,0:02,negative,Sam
8640-SDGKB,11/14/2022,instagram,complaint,pending,0:02,neutral,Skylar
3280-MRDOF,12/23/2022,in-person,purchase,closed,0:22,positive,Peyton
6435-SRWBJ,2/13/2022,phone,support,closed,0:02,neutral,Skylar
9964-WBQDJ,8/19/2021,email,feedback,closed,0:02,negative,Javi
6303-KFWSL,3/26/2021,chat,complaint,escalated,0:02,negative,Fran
1702-CCFNJ,4/5/2021,twitter,complaint,resolved,0:02,positive,Liz
8932-CZHRQ,2/3/2022,instagram,complaint,escalated,0:02,negative,Liz
0386-CWRGM,11/14/2022,in-person,subscription,closed,0:38,neutral,Anton
5515-RUGKN,12/23/2022,phone,inquiry,converted,0:15,positive,Greg
0404-AHASP,2/13/2022,email,complaint,escalated,0:02,negative,Isla
7279-NMVJC,8/19/2021,chat,complaint,closed,0:06,negative,Emily
2081-VEYEH,3/26/2021,twitter,complaint,closed,0:02,negative,Violet
6407-UTSLV,4/5/2021,instagram,complaint,pending,0:02,neutral,Norma
4116-TZAQJ,2/3/2022,in-person,purchase,closed,0:22,positive,John
9060-HJJRW,1/2/2021,phone,support,closed,0:02,neutral,Raul
2587-YNLES,1/13/2022,email,feedback,closed,0:02,negative,Liz
7398-SKNQZ,11/14/2022,chat,complaint,escalated,0:02,negative,Sam
5935-FCCNB,12/23/2022,twitter,complaint,resolved,0:02,positive,Skylar
1958-RNRKS,2/12/2022,instagram,complaint,escalated,0:02,negative,Peyton
5136-RGMZO,8/19/2021,in-person,subscription,closed,0:38,neutral,Skylar
8345-MVDYC,3/26/2021,phone,inquiry,converted,0:15,positive,Javi
8226-BXGES,4/5/2021,email,complaint,escalated,0:02,negative,Fran
3877-JRJIP,2/3/2022,chat,complaint,closed,0:06,negative,Liz
8375-DKEBR,11/14/2022,twitter,complaint,closed,0:02,negative,Liz
9705-IOVQQ,12/23/2022,instagram,complaint,pending,0:02,neutral,Anton
1015-OWJKI,2/13/2022,in-person,purchase,closed,0:22,positive,Greg
7511-YMXVQ,8/19/2021,phone,support,closed,0:02,neutral,Isla
2040-XBAVJ,3/26/2021,email,feedback,closed,0:02,negative,Emily
7551-JOHTI,4/5/2021,chat,complaint,escalated,0:02,negative,Violet
8887-IPQNC,2/3/2022,twitter,complaint,resolved,0:02,positive,Norma
8646-JCOMS,1/2/2021,instagram,complaint,escalated,0:02,negative,John
9804-ICWBG,1/13/2022,in-person,subscription,closed,0:38,neutral,Raul
1222-KJNZD,7/15/2022,phone,inquiry,converted,0:15,positive,Liz
0106-GHRQR,9/8/2022,email,complaint,escalated,0:02,negative,Sam
5318-IXUZF,10/10/2021,chat,complaint,closed,0:06,negative,Skylar
3768-VHXQO,3/25/2021,twitter,complaint,closed,0:02,negative,Peyton
8952-WCVCD,5/8/2022,instagram,complaint,pending,0:02,neutral,Skylar
2418-TPEUN,7/15/2022,in-person,purchase,closed,0:22,positive,Liz
3963-RYFNS,9/8/2022,phone,support,closed,0:02,neutral,Jackie
3198-VELRD,10/10/2021,email,feedback,closed,0:02,negative,Angel
8540-ZQGEA,11/14/2022,chat,complaint,escalated,0:02,negative,Al
1320-REHCS,12/23/2022,twitter,complaint,resolved,0:02,positive,Al
4137-JOPHL,2/13/2022,instagram,complaint,escalated,0:02,negative,Ingrid
9436-ZBZCT,8/19/2021,in-person,subscription,closed,0:38,neutral,Gigi
7801-CEDNV,3/26/2021,phone,inquiry,converted,0:15,positive,Linda
2057-BOYKM,4/5/2021,email,complaint,escalated,0:02,negative,Maureen
3658-QQJYD,2/3/2022,chat,complaint,closed,0:06,negative,Maureen
1803-BGNBD,11/14/2022,twitter,complaint,closed,0:02,negative,Sasha
0134-XWXCE,12/23/2022,instagram,complaint,pending,0:02,neutral,Kristen
6950-TWMYB,2/13/2022,in-person,purchase,closed,0:22,positive,Kayleigh
5848-FHRFC,8/19/2021,phone,support,closed,0:02,neutral,Javi
2243-FNMMI,3/26/2021,email,feedback,closed,0:02,negative,Fran
2511-MORQY,4/5/2021,chat,complaint,escalated,0:02,negative,Liz
5356-KZCKT,2/3/2022,twitter,complaint,resolved,0:02,positive,Liz
9470-XCCEM,1/2/2021,instagram,complaint,escalated,0:02,negative,Anton
6519-CFDBX,1/13/2022,in-person,subscription,closed,0:38,neutral,Greg
3902-MIVLE,3/26/2021,phone,inquiry,converted,0:15,positive,Isla
0409-WTMPL,4/5/2021,email,complaint,escalated,0:02,negative,Emily
8763-KIAFH,2/3/2022,chat,complaint,closed,0:06,negative,Violet
3669-WHAFY,11/14/2022,twitter,complaint,closed,0:02,negative,Norma
3055-VTCGS,12/23/2022,instagram,complaint,pending,0:02,neutral,John
3144-KMTWZ,2/13/2022,in-person,purchase,closed,0:22,positive,Raul
7279-BUYWN,8/19/2021,phone,support,closed,0:02,neutral,Liz
7156-MHUGY,3/26/2021,email,feedback,closed,0:02,negative,Sam
7198-GLXTC,4/5/2021,chat,complaint,escalated,0:02,negative,Skylar
2007-QVGAW,2/3/2022,twitter,complaint,resolved,0:02,positive,Peyton
5207-PLSTK,1/2/2021,instagram,complaint,escalated,0:02,negative,Skylar
2307-FYNNL,1/13/2022,in-person,subscription,closed,0:38,neutral,Javi
5605-XNWEN,11/14/2022,phone,inquiry,converted,0:15,positive,Fran
2155-AMQRX,12/23/2022,email,complaint,escalated,0:02,negative,Liz
6181-AXXYF,2/13/2022,chat,complaint,closed,0:06,negative,Liz
5091-HFAZW,8/19/2021,twitter,complaint,closed,0:02,negative,Anton
0516-VRYBW,3/26/2021,instagram,complaint,pending,0:02,neutral,Greg
2519-LBNQL,4/5/2021,in-person,purchase,closed,0:22,positive,Isla
8623-ULFNQ,2/3/2022,phone,support,closed,0:02,neutral,Emily
8380-PEFPE,11/14/2022,email,feedback,closed,0:02,negative,Violet
5687-DKDTV,12/23/2022,chat,complaint,escalated,0:02,negative,Norma
1568-LJSZU,2/13/2022,twitter,complaint,resolved,0:02,positive,John
7530-HDYDS,8/19/2021,instagram,complaint,escalated,0:02,negative,Raul
7789-HKSBS,3/26/2021,in-person,subscription,closed,0:38,neutral,Liz
7416-CKTEP,4/5/2021,phone,inquiry,converted,0:15,positive,Sam
2586-CWXVV,2/3/2022,email,complaint,escalated,0:02,negative,Skylar
3096-IZETN,1/2/2021,chat,complaint,closed,0:06,negative,Peyton
2348-KCJLT,1/13/2022,twitter,complaint,closed,0:02,negative,Skylar
8401-EMUWF,11/14/2022,instagram,complaint,pending,0:02,neutral,Anton
4193-IBKSW,12/23/2022,in-person,purchase,closed,0:22,positive,Greg
5377-NDTOU,2/13/2022,phone,support,closed,0:02,neutral,Isla
5922-ABDVO,8/19/2021,email,feedback,closed,0:02,negative,Emily
2474-LCNUE,3/26/2021,chat,complaint,escalated,0:02,negative,Violet
0839-QNXME,4/5/2021,twitter,complaint,resolved,0:02,positive,Norma
3506-OVLKD,2/3/2022,instagram,complaint,escalated,0:02,negative,John
9172-ANCRX,11/14/2022,in-person,subscription,closed,0:38,neutral,Raul
6650-VJONK,12/23/2022,phone,inquiry,converted,0:15,positive,Liz
2178-PMGCJ,2/13/2022,email,complaint,escalated,0:02,negative,Sam
7492-TAFJD,8/19/2021,chat,complaint,closed,0:06,negative,Skylar
2773-MADBQ,3/26/2021,twitter,complaint,closed,0:02,negative,Peyton
6016-LVTJQ,4/5/2021,instagram,complaint,pending,0:02,neutral,Skylar
7860-KSUGX,2/3/2022,in-person,purchase,closed,0:22,positive,Javi
8966-KZXXA,1/2/2021,phone,support,closed,0:02,neutral,Fran
6910-HADCM,1/13/2022,email,feedback,closed,0:02,negative,Liz
4816-LXZYW,11/14/2022,chat,complaint,escalated,0:02,negative,Liz
9606-PBKBQ,12/23/2022,twitter,complaint,resolved,0:02,positive,Anton
5149-QYTTU,2/12/2022,instagram,complaint,escalated,0:02,negative,Greg
2070-XYMFH,8/19/2021,in-person,subscription,closed,0:38,neutral,Isla
2085-BOJKI,3/26/2021,phone,inquiry,converted,0:15,positive,Emily
0817-HSUSE,4/5/2021,email,complaint,escalated,0:02,negative,Violet
5442-PPTJY,2/3/2022,chat,complaint,closed,0:06,negative,Norma
1927-QEWMY,11/14/2022,twitter,complaint,closed,0:02,negative,John
1663-MHLHE,12/23/2022,instagram,complaint,pending,0:02,neutral,Raul
5663-QBGIS,2/13/2022,in-person,purchase,closed,0:22,positive,Liz
4450-MDZFX,8/19/2021,phone,support,closed,0:02,neutral,Sam
6701-DHKWQ,3/26/2021,email,feedback,closed,0:02,negative,Skylar
7554-AKDQF,4/5/2021,chat,complaint,escalated,0:02,negative,Peyton
3536-IQCTX,2/3/2022,twitter,complaint,resolved,0:02,positive,Skylar
4911-BANWH,1/2/2021,instagram,complaint,escalated,0:02,negative,Javi
8496-EJAUI,1/13/2022,in-person,subscription,closed,0:38,neutral,Fran
0794-YVSGE,7/15/2022,phone,inquiry,converted,0:15,positive,Liz
5423-BHIXO,9/8/2022,email,complaint,escalated,0:02,negative,Liz
6908-VVYHM,10/10/2021,chat,complaint,closed,0:06,negative,Anton
2959-EEXWB,3/25/2021,twitter,complaint,closed,0:02,negative,Greg
1839-UMACK,5/8/2022,instagram,complaint,pending,0:02,neutral,Isla
3030-YDNRM,7/15/2022,in-person,purchase,closed,0:22,positive,Emily
7321-KKSDU,9/8/2022,phone,support,closed,0:02,neutral,Violet
3402-XRIUO,10/10/2021,email,feedback,closed,0:02,negative,Norma
3132-TVFDZ,11/14/2022,chat,complaint,escalated,0:02,negative,John
8286-AFUYI,12/23/2022,twitter,complaint,resolved,0:02,positive,Raul
